iter	MultiClass
233	0.5711281564
234	0.5709309881
235	0.570791292
236	0.5707014628
237	0.5702678299
238	0.5700920306
239	0.5700432173
240	0.5698722206
241	0.5694011617
242	0.5691572647
243	0.5689546815
244	0.5682585612
245	0.5679864942
246	0.5677090071
247	0.5675487342
248	0.5674035652
249	0.566867983
250	0.5666913176
251	0.5664675778
252	0.566139561
253	0.5659449496
254	0.565665781
255	0.565361347
256	0.5650469704
257	0.5649673053
258	0.5648731756
259	0.5647627203
260	0.5646174434
261	0.5645724129
262	0.5644322483
263	0.5643527312
264	0.5641924281
265	0.5640842548
266	0.5639973022
267	0.5637332589
268	0.5636884423
269	0.563612737
270	0.5634541725
271	0.5633301113
272	0.5629935651
273	0.5629246345
274	0.5627707223
275	0.5625322919
276	0.562370207
277	0.5620981419
278	0.5617096676
279	0.5615804512
280	0.561537666
281	0.5614498704
282	0.561397139
283	0.5612744815
284	0.5611466077
285	0.5608920697
286	0.5608158392
287	0.5606795747
288	0.5605258405
289	0.5604665684
290	0.5603696904
291	0.5602788042
292	0.5598981536
293	0.5596991836
294	0.5595246139
295	0.5594360629
296	0.5593245621
297	0.5592694465
298	0.5591986355
299	0.5589763447
300	0.5589020471
301	0.5587603683
302	0.5584723794
303	0.5583686221
304	0.5582994669
305	0.5580826773
306	0.5579922075
307	0.557744118
308	0.5576432312
309	0.5574794449
310	0.5574566664
311	0.5573638025
312	0.5572242537
313	0.557028722
314	0.5569461403
315	0.5568825203
316	0.5568111561
317	0.5565340423
318	0.5563296569
319	0.5561822428
320	0.5561455725
321	0.5560987746
322	0.5557596913
323	0.5556906768
324	0.5556187353
325	0.5553716827
326	0.5552224206
327	0.5551166127
328	0.5549839553
329	0.554893934
330	0.5547376742
331	0.5546692874
332	0.554476065
333	0.5543912819
334	0.5542663061
335	0.554228214
336	0.55411089
337	0.5540536044
338	0.5539766522
339	0.5539468413
340	0.5537719613
341	0.5537047321
342	0.5536507093
343	0.5535408792
344	0.5533392002
345	0.5532334898
346	0.5531900829
347	0.5531143726
348	0.55306532
349	0.5530203841
350	0.55261673
351	0.5525574096
352	0.552404659
353	0.5523342175
354	0.5520414227
355	0.5519529379
356	0.5519150978
357	0.5517134949
358	0.5515884882
359	0.5515359019
360	0.5514538836
361	0.551186585
362	0.5509368472
363	0.550856412
364	0.5508045502
365	0.5507375821
366	0.5506635824
367	0.5506296572
368	0.5505782612
369	0.5503599461
370	0.5502858024
371	0.5500981594
372	0.5500013772
373	0.5499675054
374	0.5499207719
375	0.5498483687
376	0.5497785504
377	0.5496943675
378	0.5496453408
379	0.5495607004
380	0.5495339627
381	0.5494919517
382	0.5494179927
383	0.5493248773
384	0.549220364
385	0.549134194
386	0.5490190792
387	0.5489112717
388	0.5488843435
389	0.5488017549
390	0.5487290364
391	0.5486966123
392	0.5486675206
393	0.5486159537
394	0.5484119389
395	0.5483381688
396	0.5481797844
397	0.5481237927
398	0.5480071805
399	0.5478605443
400	0.5477814405
401	0.5475501372
402	0.5474985457
403	0.5474328542
404	0.5473157046
405	0.5471142625
406	0.5470520366
407	0.5469029973
408	0.5468589749
409	0.5467309306
410	0.5466343766
411	0.5465857683
412	0.5463886907
413	0.5463436698
414	0.5462834193
415	0.5461990486
416	0.5461276655
417	0.5460550386
418	0.5459365075
419	0.5458559409
420	0.5457955677
421	0.5457258109
422	0.5456763827
423	0.5456308145
424	0.545588416
425	0.5454438389
426	0.5453490104
427	0.5452264507
428	0.5449363384
429	0.5448684941
430	0.5447805015
431	0.5446592172
432	0.5445152693
433	0.5444075578
434	0.5442161745
435	0.5441469177
436	0.5441071305
437	0.5440886464
438	0.5440366563
439	0.5439688731
440	0.5438665524
441	0.5437720018
442	0.5436739408
443	0.5435913596
444	0.5435054337
445	0.5434912575
446	0.5433979102
447	0.5433496035
448	0.5432951093
449	0.543230952
450	0.5431840219
451	0.5431448106
452	0.5431152606
453	0.5430847775
454	0.5430318862
455	0.5429239461
456	0.5428756469
457	0.5427259372
458	0.5426514866
459	0.5423341901
460	0.5423016713
461	0.5421863774
462	0.5420962095
463	0.5420345869
464	0.5419552374
465	0.5417297238
466	0.5416465012
467	0.5414823712
468	0.5414444609
469	0.5413672786
470	0.5412916139
471	0.5412532977
472	0.5410140659
473	0.5407936227
474	0.5406877725
475	0.5406463567
476	0.5406070754
477	0.5405108405
478	0.5403952501
479	0.5403398592
480	0.5402935996
481	0.5401721595
482	0.5400245573
483	0.5399935688
484	0.5398741717
485	0.539441252
486	0.5393913292
487	0.5393121606
488	0.5392031071
489	0.5391585092
490	0.5391310714
491	0.5390710501
492	0.5386862078
493	0.5386443548
494	0.5385744545
495	0.5385344561
496	0.5384576553
497	0.5383961548
498	0.5383470565
499	0.538335963
500	0.5383002718
501	0.5382538644
502	0.5381848159
503	0.5380790867
504	0.5379250719
505	0.5379116397
506	0.537866457
507	0.5377647627
508	0.5377251549
509	0.5376164357
510	0.537442871
511	0.5373823156
512	0.5373416623
513	0.5372877218
514	0.537215016
515	0.5369794844
516	0.5368667256
517	0.536820817
518	0.536787017
519	0.5367146908
520	0.5366947919
521	0.5366578525
522	0.5364362616
523	0.5364003615
524	0.5363111099
525	0.5362639814
526	0.5362089072
527	0.5361948102
528	0.5361363269
529	0.5360567469
530	0.5360213875
531	0.5359640279
532	0.535796018
533	0.5357339611
534	0.535685579
535	0.5355702822
536	0.5355365652
537	0.5354826995
538	0.5354448139
539	0.5353982252
540	0.5353783892
541	0.5353473387
542	0.5353097848
543	0.5352276033
544	0.5351821721
545	0.5351539756
546	0.5350461248
547	0.534938841
548	0.5349054347
549	0.5348611456
550	0.5348352267
551	0.534656387
552	0.5346215277
553	0.5345484644
554	0.5344912177
555	0.5344305232
556	0.534404642
557	0.5342118044
558	0.5341436261
559	0.5340258634
560	0.5339939359
561	0.533967835
562	0.533936144
563	0.5337978174
564	0.5337479695
565	0.533738252
566	0.5336881349
567	0.5336801364
568	0.5336350795
569	0.5335778732
570	0.5335273013
571	0.5334942653
572	0.5334286476
573	0.5334075922
574	0.5333839416
575	0.5333436631
576	0.5332935359
577	0.5331753416
578	0.5330476634
579	0.5329803391
580	0.5328174782
581	0.5327949328
582	0.5327346863
583	0.5324949545
584	0.5324726288
585	0.532445271
586	0.5324123352
587	0.532400366
588	0.5323309344
589	0.5323153772
590	0.5322162871
591	0.5321527617
592	0.5321071178
593	0.5320617361
594	0.5320312756
595	0.531989001
596	0.5319548005
597	0.53190727
598	0.5318248271
599	0.5317902746
600	0.5317364909
601	0.5315667575
602	0.5315155084
603	0.5314594112
604	0.5314313537
605	0.5313926835
606	0.5313698152
607	0.5313550148
608	0.531301737
609	0.5312934239
610	0.5312515254
611	0.5312202915
612	0.5312027463
613	0.5311643658
614	0.5309455132
615	0.5309392896
616	0.5309025512
617	0.5308180277
618	0.5307552271
619	0.5304068644
620	0.530348284
621	0.5302045214
622	0.5301847687
623	0.5301396357
624	0.5301112498
625	0.5300606067
626	0.5300218793
627	0.5299342272
628	0.5298177222
629	0.5297732049
630	0.5297363625
631	0.5295918175
632	0.5295399727
633	0.529500045
634	0.5294836388
635	0.5294748565
636	0.5294237208
637	0.5294016303
638	0.529349909
639	0.5292873082
640	0.5292325814
641	0.5291375409
642	0.5290373215
643	0.5290242135
644	0.5289524194
645	0.5289381051
646	0.5287999077
647	0.5287849095
648	0.5285505955
649	0.5283715572
650	0.5283089239
651	0.5282206022
652	0.5280991858
653	0.5280690266
654	0.5280524956
655	0.5280113465
656	0.5279482443
657	0.5279035938
658	0.5278871085
659	0.5278702692
660	0.5276541297
661	0.5276049413
662	0.5274066089
663	0.527356716
664	0.5273322936
665	0.5272696855
666	0.5272205416
667	0.5271859092
668	0.5271593633
669	0.5270763881
670	0.5270541625
671	0.5270197017
672	0.5269683207
673	0.5269437434
674	0.5268383028
675	0.526789257
676	0.5267596905
677	0.5265756282
678	0.5264973884
679	0.5264262473
680	0.5263624213
681	0.5263417191
682	0.5263247631
683	0.5262675449
684	0.5262418005
685	0.5262093007
686	0.5261610961
687	0.5259162476
688	0.5258948023
689	0.5257471841
690	0.5257136039
691	0.5256651626
692	0.5255790212
693	0.5255455468
694	0.5255176758
695	0.5254693604
696	0.5254077859
697	0.5253132856
698	0.5252587571
699	0.5252173508
700	0.5251875806
701	0.5251040478
702	0.5250804497
703	0.5250529567
704	0.5250410949
705	0.524979793
706	0.5249230896
707	0.5249037041
708	0.5248571353
709	0.524815352
710	0.5247843023
711	0.5247647434
712	0.5246256198
713	0.5245625886
714	0.5245482555
715	0.5245073924
716	0.524453783
717	0.5244110458
718	0.5243242115
719	0.5242940529
720	0.5242733725
721	0.5241732855
722	0.5241521216
723	0.5241289788
724	0.5240467968
725	0.523920513
726	0.5238683083
727	0.5238564367
728	0.5238308275
729	0.5238208381
730	0.5237757626
731	0.5236867641
732	0.5236334912
733	0.5236112876
734	0.5235541827
735	0.5235012183
736	0.5234330985
737	0.523402799
738	0.5233655485
739	0.5233115852
740	0.5232803698
741	0.5232211644
742	0.5232023108
743	0.5231796004
744	0.5231361392
745	0.5231075445
746	0.5230183655
747	0.522995437
748	0.5229390048
749	0.5228971532
750	0.522856122
751	0.5228371208
752	0.5227399436
753	0.5226849933
754	0.5226047058
755	0.5225504743
756	0.5224909356
757	0.5224546733
758	0.5224253292
759	0.5224116433
760	0.5223920744
761	0.5223293037
762	0.5222530781
763	0.5222335521
764	0.5221220992
765	0.5220832036
766	0.5220274594
767	0.5219706657
768	0.5219398434
769	0.5218674753
770	0.5218442218
771	0.5218147796
772	0.5216262267
773	0.5215829969
774	0.5215539467
775	0.5215232273
776	0.5215034737
777	0.5214640359
778	0.5213857278
779	0.5213585746
780	0.5213256775
781	0.5212815692
782	0.5212389416
783	0.5211896417
784	0.5211524649
785	0.5211452403
786	0.5210698943
787	0.5210166661
788	0.5209581666
789	0.5209211782
790	0.5208990653
791	0.5208611543
792	0.5208259862
793	0.5207972387
794	0.5206971036
795	0.5206727936
796	0.5206493982
797	0.520578763
798	0.5205612353
799	0.5205420152
800	0.5204905242
801	0.5204682515
802	0.5204007463
803	0.5203474039
804	0.5203213951
805	0.5202786043
806	0.5202594953
807	0.5201193478
808	0.5200714279
809	0.5200320799
810	0.5200186817
811	0.5199585945
812	0.5199004183
813	0.5198701502
814	0.5198172613
815	0.5197495773
816	0.5197060901
817	0.5196804515
818	0.5196517945
819	0.5194665891
820	0.5194300916
821	0.5193917389
822	0.5193688807
823	0.519242193
824	0.5191932307
825	0.519173971
826	0.5191382882
827	0.51909873
828	0.5190804017
829	0.5190162058
830	0.5189880712
831	0.5189656572
832	0.5189320308
833	0.5189012752
834	0.5187944406
835	0.5187732703
836	0.5187498148
837	0.5187000453
838	0.5186792945
839	0.5185331935
840	0.5185085557
841	0.5184914807
842	0.5184521786
843	0.5183919586
844	0.5183558281
845	0.5183269907
846	0.518289041
847	0.5182702753
848	0.5182074787
849	0.5181662295
850	0.5181421819
851	0.51808393
852	0.5180592757
853	0.518027165
854	0.5179879059
855	0.5179340348
856	0.5178978757
857	0.5178682713
858	0.5178409882
859	0.5177784208
860	0.517692172
861	0.5176732391
862	0.5176095432
863	0.5175590194
864	0.5175302975
865	0.5175080283
866	0.5174532493
867	0.517430901
868	0.5174178034
869	0.5173938399
870	0.5173615434
871	0.5173377606
872	0.5172641297
873	0.5171645458
874	0.5171485665
875	0.5171343979
876	0.5170951036
877	0.5169458239
878	0.5169300676
879	0.5169071268
880	0.5168762802
881	0.5168071248
882	0.5167221923
883	0.5166277761
884	0.5166071183
885	0.5165047656
886	0.5164754
887	0.5164534724
888	0.5163910643
889	0.5163699834
890	0.5162956461
891	0.5162133841
892	0.5161945968
893	0.5161610913
894	0.5160970786
895	0.5160729525
896	0.5160266927
897	0.5160067451
898	0.5159487895
899	0.5159130637
900	0.5158158454
901	0.5158005636
902	0.5157639975
903	0.5157358122
904	0.5157217549
905	0.515685121
906	0.5156523656
907	0.5156389169
908	0.5155730983
909	0.5155192085
910	0.5154818276
911	0.5152992509
912	0.5152552447
913	0.5152233594
914	0.5151790195
915	0.5151528414
916	0.5151019191
917	0.5150761242
918	0.515014701
919	0.5149538617
920	0.5149153944
921	0.5148252928
922	0.5147881186
923	0.5147589582
924	0.5147418407
925	0.5147127267
926	0.5146949903
927	0.5146766892
928	0.5146369396
929	0.5145370066
930	0.5145163113
931	0.5144935346
932	0.5143175147
933	0.5142651307
934	0.5142533298
935	0.5142083608
936	0.5141732294
937	0.5141067022
938	0.5140722172
939	0.514055464
940	0.5140329227
941	0.514009862
942	0.5139952724
943	0.5139686725
944	0.5139503558
945	0.5139398266
946	0.5138930324
947	0.5138709091
948	0.513845007
949	0.5138268558
950	0.5137912144
951	0.5137425869
952	0.5137304344
953	0.5136985554
954	0.513656934
955	0.5136044038
956	0.513589758
957	0.5135535418
958	0.5135254978
959	0.5134888717
960	0.5134428914
961	0.5134200191
962	0.5134053569
963	0.5133841405
964	0.5133723751
965	0.513328405
966	0.5132372954
967	0.5132063759
968	0.5131765569
969	0.5131404083
970	0.5131100826
971	0.513051884
972	0.513011247
973	0.5129911544
974	0.5129649146
975	0.5129397661
976	0.512914156
977	0.5128819432
978	0.5128364001
979	0.5128239479
980	0.5127975604
981	0.5127674508
982	0.5126724054
983	0.5126589769
984	0.5126062481
985	0.5125775688
986	0.5125454609
987	0.5125229671
988	0.512499541
989	0.5124731866
990	0.5124459142
991	0.5123558817
992	0.5123401888
993	0.512326144
994	0.5122712081
995	0.5122447423
996	0.5122279051
997	0.5121746818
998	0.5121648868
999	0.5121467064
